	PMID	PT	OT	MH	SI	TI	GR
1014	32470470	Journal Article;Research Support, N.I.H., Extramural;Review	O  NNLM;*COVID19;*Camostat mesylate;*Cathepsin L;*Chloroquine;*Nafamostat mesylate;*Protease inhibitor cocktail;*SARSCoV2	AntiBacterial Agents/pharmacology/therapeutic use;AntigenPresenting Cells/metabolism;Antimalarials/pharmacology/therapeutic use;Antiviral Agents/administration & dosage/adverse effects/*pharmacology/*therapeutic ;Betacoronavirus;COVID19;Cathepsin L/*antagonists & inhibitors;Clinical Trials as Topic/statistics & numerical data;Coronavirus Infections/*drug therapy/*physiopathology;DoseResponse Relationship, Drug;Drug Approval;Drug Therapy, Combination;Humans;Immunologic Factors/pharmacology/therapeutic use;Medicine, Chinese Traditional/methods;Pandemics;Pneumonia, Viral/*drug therapy/*physiopathology;SARSCoV2;Serine Endopeptidases/metabolism;United States;United States Food and Drug Administration;DA 2020/09/04 06:00		Cathepsin L-selective inhibitors: A potentially promising treatment for COVID-19 	HL080472/NH/NIH HHS/United States;HL134892/NH/NIH HHS/United States;HL123568/NH/NIH HHS/United States;HL60942/NH/NIH HHS/United States;AG063839/NH/NIH HHS/United States
1015	32968487	Journal Article	O  NNLM;COVID19;Clinical practice;Clinical trials;Compassionate use;Conditional approval;Early access scheme;Emergency use;Expanded access;Remdesivir	DA 2020/09/25 06:01		The use of remdesivir outside of clinical trials during the COVID-19 pandemic.	
1016	33551661	Journal Article	O  NNLM;COVID19;Coronavirus;Multiple sequence alignment;Saudi Arabia;Tanshinones	DA 2021/02/09 06:01		Computational drug screening against the SARS-CoV-2 Saudi Arabia isolates through a 	
1017	32895599	Journal Article;Review	O  NNLM;Antiviral drugs;COVID19;Favipiravir;SARSCoV2	DA 2020/09/09 06:01		Favipiravir: A new and emerging antiviral option in COVID-19.	
1018	33044642	Journal Article;Review	O  NNLM;*Biologics;*Giant cell arteritis;*Glucocorticoids;*Large vessel vasculitis;*Takayasu arteritis;*Treatment	DA 2020/10/13 06:00		Treatment of Giant Cell Arteritis and Takayasu Arteritis-Current and Future.	MR/N011775/1/MRC_/Medical Research Council/United Kingdom
1019	33422689	Journal Article;Research Support, NonU.S. Gov't;Review	O  NNLM;*ACE2;*Coagulation;*Endothelial cells;*Inflammation;*SARSCoV2	AngiotensinConverting Enzyme 2/metabolism;Animals;Blood Coagulation;COVID19/complications/therapy/*virology;Cardiovascular Diseases/metabolism/pathology/therapy/*virology;Endothelium, Vascular/metabolism/pathology/*virology;HostPathogen Interactions;Humans;Inflammation/metabolism/pathology/therapy/*virology;Inflammation Mediators/metabolism;Neoplasms/metabolism/pathology;Pulmonary Edema/metabolism/pathology/virology;SARSCoV2/*pathogenicity;Signal Transduction;DA 2021/03/26 06:00		Endothelial cells and SARS-CoV-2: An intimate relationship.	
1020	33165755	Journal Article	O  NNLM;COVID19;Mortality;Prognosis;Registry;Score	DA 2020/11/10 06:00	ClinicalTrials.gov/NCT04334291	Mortality risk assessment in Spain and Italy, insights of the HOPE COVID-19 	
1021	32838309	Journal Article		DA 2020/08/25 06:01		COVID-19 in patients with rheumatic disease in Hubei province, China: a multicentre 	
1022	32329408	Journal Article;Research Support, NonU.S. Gov't	O  NNLM;*COVID19;*Coronavirus;*MPro;*RdRp;*SARSCoV2 virus;*hACE2;*multitargetdirected ligand;*protease inhibitor	DA 2020/04/25 06:00		Discovery of potential multi-target-directed ligands by targeting host-specific 	
1023	32966814	Journal Article;Research Support, NonU.S. Gov't	O  NNLM;*AR12;*ATG16L1;*Autophagy;*OSU03012;*SARSCoV2;*Spike protein;*Virus	Animals;Antiviral Agents/*pharmacology;COVID19/drug therapy;Cell Line, Tumor;Chlorocebus aethiops;Female;HeatShock Proteins/*antagonists & inhibitors;Humans;Pyrazoles/*pharmacology;SARSCoV2/*drug effects;Spike Glycoprotein, Coronavirus/biosynthesis;Sulfonamides/*pharmacology;Vero Cells;Virus Replication/*drug effects;DA 2020/12/16 06:00		AR12 (OSU-03012) suppresses GRP78 expression and inhibits SARS-CoV-2 replication.	
1024	33216772	Journal Article;Research Support, NonU.S. Gov't		Adult;Aged;Apolipoprotein AI/*blood;Betacoronavirus;Biomarkers/blood;COVID19;Coronavirus Infections/*blood/epidemiology;Female;France;Humans;Male;Middle Aged;Pandemics;Pneumonia, Viral/*blood/epidemiology;Retrospective Studies;SARSCoV2;United States;DA 2020/12/02 06:00	ClinicalTrials.gov/NCT01927133	Performance of serum apolipoprotein-A1 as a sentinel of Covid-19.	
1025	32579876	Case Reports;Letter	O  NNLM;COVID19;G6PD;SARS CoV2;coronavirus;coronavirus disease;deficiency;glucose6phosphate dehydrogenase;hemolytic anemia;methemoglobinemia;respiratory infections;severe acute respiratory syndrome coronavirus 2;viruses;zoonoses	*Betacoronavirus;COVID19;Coronavirus Infections/blood/*complications/virology;Glucosephosphate Dehydrogenase Deficiency/blood/*virology;Humans;Male;Methemoglobinemia/blood/*virology;Middle Aged;Pandemics;Pneumonia, Viral/blood/*complications/virology;SARSCoV2;DA 2020/09/01 06:00		Methemoglobinemia in Patient with G6PD Deficiency and SARS-CoV-2 Infection.	
1026	32743614	Preprint		DA 2020/08/04 06:01		Large-scale Multi-omic Analysis of COVID-19 Severity.	R01 HL049426/HL/NHLBI NIH HHS/United States;T32 HG002760/HG/NHI NIH HHS/United States;P41 GM108538/GM/NIGMS NIH HHS/United States;R01 GM124133/GM/NIGMS NIH HHS/United States;K01 HL130704/HL/NHLBI NIH HHS/United States
1027	32547788	Journal Article	O  NNLM;Infectious diseases;Medical research	DA 2020/06/18 06:01		Off-label therapy targeting pathogenic inflammation in COVID-19.	
1028	32922804	Case Reports	O  NNLM;Coronavirus disease 2019;NETosis;dornase alfa;neutrophil extracellular traps;severe acute respiratory syndrome coronavirus 2	DA 2020/09/15 06:01		Preliminary report of in vitro and in vivo effectiveness of dornase alfa on 	
1029	33096261	Editorial	O  NNLM;*COVID19;*SARSCoV2;*antiinfective agents;*antiparasitic agent;*antiviral agent;*antibiotic agent	Adenosine Monophosphate/analogs & derivatives/therapeutic use;Alanine/analogs & derivatives/therapeutic use;AntiBacterial Agents/therapeutic use;Antiparasitic Agents/therapeutic use;Antiviral Agents/*therapeutic use;COVID19/*drug therapy;Drug Development/*trends;*Drug Repositioning;Humans;*SARSCoV2/physiology;Virus Physiological Phenomena;DA 2020/12/29 06:00		Anti-infective therapy against SARS-CoV-2: some light at the end of the tunnel?	
1030	32665963	Journal Article;Review		DA 2020/07/16 06:01		Characteristics of the Coronavirus Disease 2019 and related Therapeutic Options.	
1031	33362758	Journal Article;Research Support, NonU.S. Gov't;Review	O  NNLM;*COVID19;*SARSCoV2;*immune response;*treatments;*vaccines	AngiotensinConverting Enzyme 2/metabolism;Antibodies, Monoclonal/therapeutic use;Antiviral Agents/*therapeutic use;COVID19/*drug therapy/*pathology/prevention & control/therapy;COVID19 Vaccines/*immunology;Female;Humans;Immunization, Passive/methods;Male;RNA, Viral/genetics;Receptors, Virus/metabolism;SARSCoV2/*genetics/*immunology;TLymphocytes/immunology;DA 2021/01/16 06:00		SARS-CoV-2: Immune Response Elicited by Infection and Development of Vaccines and 	
1032	32595934	Journal Article		DA 2020/07/01 06:01		Management of hospitalized patients with pulmonary arterial hypertension and 	
1033	33259989	Journal Article	O  NNLM;Asthma;COPD;COVID19;Coronavirus;SARSCoV2	DA 2020/12/02 06:00		Clinical characteristics of and outcomes for patients with COVID-19 and comorbid 	
1034	33526007	Journal Article;Review	O  NNLM;ACE2 receptor;COVID19;Coronavirus;Drug repurposing	DA 2021/02/03 06:01		Insights of Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV-2) pandemic: a 	
1035	32482597	Journal Article	O  NNLM;*COVID19;*Coronavirus;*Efficacy;*Interleukin6;*Italy;*Safety;*Tocilizumab	Aged;*Antibodies, Monoclonal, Humanized/administration & dosage/adverse effects;Antiviral Agents/adverse effects;Betacoronavirus/drug effects/isolation & purification;COVID19;*Coronavirus Infections/blood/mortality/physiopathology/therapy;Female;Humans;Italy/epidemiology;Male;Middle Aged;Outcome and Process Assessment, Health Care;*Oxygen Inhalation Therapy/methods;*Pandemics;*Pneumonia, Viral/blood/diagnosis/drug ;Receptors, Interleukin6/*antagonists & inhibitors;*Respiratory Insufficiency/etiology/therapy;Retrospective Studies;SARSCoV2;DA 2020/06/19 06:00		Efficacy and safety of tocilizumab in severe COVID-19 patients: a single-centre 	
1036	33110944	Journal Article	O  NNLM;COVID19;Chloroquine;Randomised Clinical Trial;SARSCoV2;Vietnam;coronaviruses	DA 2020/10/29 06:01	ClinicalTrials.gov/NCT04328493	A multi centre randomized open label trial of chloroquine for the treatment of 	
1037	32674818	Journal Article;Multicenter Study	O  NNLM;Angiotensinconverting enzyme inhibitors;COVID19;angiotensin II receptor blockers;nursing home residents;statins	Aged;Aged, 80 and over;Angiotensin Receptor Antagonists/*administration & dosage;AngiotensinConverting Enzyme Inhibitors/*administration & dosage;Belgium/epidemiology;COVID19;Cause of Death;Cohort Studies;Coronavirus Infections/*drug therapy/*epidemiology;Female;Geriatric Assessment;Homes for the Aged/statistics & numerical data;Humans;HydroxymethylglutarylCoA Reductase Inhibitors/*administration & dosage;Logistic Models;Male;Nursing Homes/statistics & numerical data;Odds Ratio;Pandemics/statistics & numerical data;Pneumonia, Viral/*drug therapy/*epidemiology;Retrospective Studies;Risk Assessment;Severity of Illness Index;Survival Rate;Treatment Outcome;DA 2020/07/31 06:00		The Effects of ARBs, ACEis, and Statins on Clinical Outcomes of COVID-19 Infection 	171/ALZS_/Alzheimer's Society/United Kingdom;MC_PC_17214/MRC_/Medical Research Council/United Kingdom
1038	33189613	Journal Article;Review	O  NNLM;COVID19;Effective therapies;Radiotherapy;Safety;Vaccines	Adrenal Cortex Hormones/*therapeutic use;Anticoagulants/*therapeutic use;COVID19/*therapy;COVID19 Vaccines/*immunology;Delivery of Health Care;Humans;Hyperbaric Oxygenation;Immunization, Passive;Immunoglobulins, Intravenous/*therapeutic use;Immunotherapy/*methods;Pandemics;SARSCoV2/*physiology;DA 2021/01/29 06:00		Exploring the multifocal therapeutic approaches in COVID-19: A ray of hope.	
1039	32917848	Case Reports;Journal Article		Adult;Antibodies, Monoclonal, Humanized/*therapeutic use;Betacoronavirus;COVID19;Complement C5/drug effects/immunology/*metabolism;Complement Inactivating Agents/therapeutic use;Coronavirus Infections/*complications/epidemiology;Female;Hemoglobinuria, Paroxysmal/complications/*drug therapy/immunology;Humans;Middle Aged;Pandemics;Pneumonia, Viral/*complications/epidemiology;SARSCoV2;Thrombotic Microangiopathies/complications/*drug therapy/immunology;DA 2020/09/26 06:00		Mild Clinical Course of COVID-19 in 3 Patients Receiving Therapeutic Monoclonal 	
1040	32812025	Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, NonU.S. Gov't		Adult;Aged;Antiviral Agents/*administration & dosage;*Betacoronavirus;COVID19;Coronavirus Infections/diagnosis/*drug therapy/epidemiology;Drug Therapy, Combination;Female;Hospitalization/trends;Humans;Imidazoles/*administration & dosage;Iran/epidemiology;Male;Middle Aged;Pandemics;Pneumonia, Viral/diagnosis/*drug therapy/epidemiology;Ribavirin/*administration & dosage;SARSCoV2;Sofosbuvir/*administration & dosage;Treatment Outcome;DA 2020/10/30 06:00		Evaluation of the efficacy of sofosbuvir plus daclatasvir in combination with 	
1041	32494931	Journal Article;Review	O  NNLM;*Acute respiratory distress syndrome;*COVID19;*Cell therapy;*Coronavirus;*Severe acute respiratory syndrome;*Therapeutic approaches	Adrenal Cortex Hormones/therapeutic use;Antibodies, Monoclonal/therapeutic use;Antiviral Agents/therapeutic use;BCG Vaccine/therapeutic use;Betacoronavirus/genetics/*immunology;COVID19;Coronavirus Infections/*drug therapy/*immunology/prevention & ;Humans;Immunization, Passive/methods;Immunotherapy, Adoptive/methods;Janus Kinase Inhibitors/therapeutic use;Mesenchymal Stem Cell Transplantation/methods;Nanomedicine/methods;Pandemics/prevention & control;Pneumonia, Viral/*drug therapy/*immunology/prevention & control/virology;SARSCoV2;Serine Proteinase Inhibitors/therapeutic use;DA 2020/07/08 06:00		Novel therapeutic approaches for treatment of COVID-19.	
1042	32485970	Journal Article;Review	O  NNLM;COVID19;SARSCoV2;animal models;antivirals	DA 2020/06/04 06:01		A Review on SARS-CoV-2 Virology, Pathophysiology, Animal Models, and Anti-Viral 	
1043	32727485	Journal Article;Research Support, NonU.S. Gov't;Review	O  NNLM;*COVID19;*Cardiovascular disease;*Cytokine storm;*Myocardial injury;*SARSCoV2;*Treatment;*Venous thromboembolism	AngiotensinConverting Enzyme 2;Antiviral Agents/therapeutic use;Asymptomatic Infections;*Betacoronavirus/chemistry/classification/pathogenicity/physiology;COVID19;Comorbidity;*Coronavirus Infections/drug therapy/epidemiology/immunology/pathology/therapy;Disease Susceptibility;Evolution, Molecular;Genome, Viral;Humans;Immunization, Passive;*Pandemics;PeptidylDipeptidase A/metabolism;*Pneumonia, Viral/epidemiology/immunology/pathology/therapy;Receptors, Coronavirus;Receptors, Virus/metabolism;SARS Virus/chemistry/classification/pathogenicity/physiology;SARSCoV2;Viral Proteins/chemistry;DA 2020/08/05 06:00		SARS-CoV-2: characteristics and current advances in research.	2018YFC1602206/National Key R&amp;D Program of China/International;2019010/Yangjiang Science and Technology Program key projects/International;201803040006/Guangzhou Science and Technology Program key projects/International;2018B020207006/Guangdong Science and Technology Program key projects/International
1044	32580969	Journal Article;Review	O  NNLM;COVID19;One Health;SARSCoV2;diagnosis;emerging coronavirus;therapy;vaccines	Animals;Betacoronavirus/physiology;COVID19;*Coronavirus Infections/diagnosis/epidemiology/therapy/virology;Humans;*Pandemics;*Pneumonia, Viral/diagnosis/epidemiology/therapy/virology;SARSCoV2;DA 2020/07/09 06:00		Coronavirus Disease 2019-COVID-19.	
1045	32849658	Journal Article;Research Support, N.I.H., Extramural;Research Support, NonU.S. Gov't;Review	O  NNLM;*COVID19;*SARS CoV2;*azithromycin (AZM);*clinical trial;*hydroxychloroquine	Animals;Antiviral Agents/*therapeutic use;Azithromycin/*therapeutic use;Betacoronavirus/*drug effects;COVID19;Coronavirus Infections/*drug therapy/virology;Disease Models, Animal;Drug Therapy, Combination;Humans;Hydroxychloroquine/*adverse effects/*therapeutic use;Mice;Pandemics;Pneumonia, Viral/*drug therapy/virology;Randomized Controlled Trials as Topic;SARSCoV2;Treatment Outcome;Virus Replication/drug effects;DA 2020/09/22 06:00		Will Hydroxychloroquine Still Be a Game-Changer for COVID-19 by Combining 	P30 AI028697/AI/NIAID NIH HHS/United States;R01 AI069120/AI/NIAID NIH HHS/United States
1046	33363098	Journal Article;Review	O  NNLM;*COVID19;*SARSCoV2;*combination therapy;*economic impact;*treatment possibilities	COVID19/*diagnosis/*epidemiology/*physiopathology/transmission;*COVID19 Vaccines;Humans;Personal Protective Equipment;SARSCoV2;DA 2021/01/21 06:00		Fighting Strategies Against the Novel Coronavirus Pandemic: Impact on Global 	
1047	32705976	Journal Article;Research Support, N.I.H., Extramural;Research Support, NonU.S. Gov't;Review		*Artemisia/chemistry;*Betacoronavirus;COVID19;Coronavirus Infections/*drug therapy;Humans;Pandemics;Plant Extracts/pharmacology/*therapeutic use;Pneumonia, Viral/*drug therapy;*Randomized Controlled Trials as Topic;SARSCoV2;DA 2020/09/17 06:00		Artemisia Spp. Derivatives for COVID-19 Treatment: Anecdotal Use, Political Hype, 	D43 TW010131/TW/FIC NIH HHS/United States;D43 TW010937/TW/FIC NIH HHS/United States;R25 TW011217/TW/FIC NIH HHS/United States;U01 AI069521/AI/NIAID NIH HHS/United States
1048	33253764	Journal Article;Review	O  NNLM;Biologics;Covid19;Drug design;Food and nutrients;Natural products;Repurposed drugs;SARSCoV2;Vaccines	Antiviral Agents/*pharmacology;Biological Products;COVID19/*drug therapy;Drug Design;Drug Discovery;Humans;Pandemics;SARSCoV2/chemistry/*drug effects/ultrastructure;DA 2021/01/08 06:00		Exploring the magic bullets to identify Achilles' heel in SARS-CoV-2: Delving deeper 	
1049	32812039	Clinical Trial, Phase III;Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, NonU.S. Gov't		Adult;Aged;Antiviral Agents/*administration & dosage;*Betacoronavirus;COVID19;Coronavirus Infections/diagnostic imaging/*drug therapy/epidemiology;Drug Therapy, Combination;Female;Humans;Imidazoles/*administration & dosage;Iran/epidemiology;Male;Middle Aged;Pandemics;Patient Admission/*trends;Pneumonia, Viral/diagnostic imaging/*drug therapy/epidemiology;SARSCoV2;Severity of Illness Index;Sofosbuvir/*administration & dosage;Treatment Outcome;DA 2020/10/30 06:00		Sofosbuvir and daclatasvir compared with standard of care in the treatment of 	
1050	32837847	Journal Article	O  NNLM;Azvudine;COVID‐19;SARS‐CoV‐2	DA 2020/08/25 06:00		A Randomized, Open-label, Controlled Clinical Trial of Azvudine Tablets in the 	
1051	32923374	Journal Article;Review		DA 2020/09/15 06:01		Potential use of polyphenols in the battle against COVID-19.	R01 AT010271/AT/NCCIH NIH HHS/United States
1052	32994187	Comment;Journal Article;Research Support, NonU.S. Gov't		Betacoronavirus;COVID19;*Coronavirus;*Coronavirus Infections;*Diabetes Mellitus, Type 2/drug therapy;Hospitalization;Humans;Italy;*Pandemics;*Pneumonia, Viral;Retrospective Studies;SARSCoV2;Sitagliptin Phosphate/therapeutic use;DA 2020/11/27 06:00	figshare/10.2337/figshare.12907490	Sitagliptin Treatment at the Time of Hospitalization Was Associated With Reduced 	
1053	32775986	Journal Article	O  NNLM;COVID19;SarsCoV2 virus;coronavirus disease 2019;immunosuppression;kidney transplantation;outcomes	DA 2020/08/11 06:01		COVID-19 Infection in Kidney Transplant Recipients: A Single-Center Case Series of 	
1054	32664990	Letter	O  NNLM;*Adjuvant therapies;*Atorvastatin;*COVID19;*Critical care;*Emerging disease;*Immunomodulators;*Statins	Aged;Atorvastatin/*therapeutic use;COVID19;Coronavirus Infections/drug therapy/mortality;Female;Hospital Mortality;Humans;Intensive Care Units;Male;Middle Aged;Pandemics;Pneumonia, Viral/mortality;Retrospective Studies;Treatment Outcome;DA 2020/07/17 06:00		Atorvastatin associated with decreased hazard for death in COVID-19 patients 	
